surfer.apos.s eye
herpes zoster
herpes zona
large.cell lymphomas
histiocytic lymphoma
collagen disease
collagen disorder
sezary.apos.s disease
sezary syndrome
sezary disease
myalgic encephalomyelitis
myalgic encephalitis
malignant hyperthermia
indolent ulcer
callous ulcer
pyoderma gangrenosum
vallecula cancer
oropharynx cancer
oropharyngeal cancer
oropharyngeal carcinoma
biotinidase deficiency
btd deficiency
lip cancer
herpes simplex
hodgkin.apos.s lymphoma
hodgkins lymphoma
hodgkin.apos.s sarcoma
hodgkin lymphoma
hodgkin disease
infectious mononucleosis
glandular fever
pfeiffer.apos.s disease
monocytic angina
gammaherpesviral mononucleosis
filatov.apos.s disease
lichen nitidus
pinkus.apos. disease
lichen disease
ulcerative colitis
stewart.apos.s granuloma
burkitt lymphoma
burkitt.apos.s tumor
burkitt.apos.s lymphoma
burkitt lymphoma.leukaemia
cervical dysplasia
cervix dysplasia
scarlet fever
hormonal tumour
gum cancer
herpetic whitlow
herpetic felon
peyronie.apos.s disease
peyronie.apos.s fibromatosis
peyronie disease
recurrent hypersomnia
diplegia. upper
kaposi.apos.s sarcoma
kaposi sarcoma
pin iii
uvula cancer
delirium tremens
delirium tremens
alcoholic delirium
hodgkin.apos.s paragranuloma
hodgkin paragranuloma
hemorrhagic duodenitis
subacute delirium
substance.induced psychosis
tongue cancer
hodgkin.apos.s granuloma
hodgkin granuloma
vein disease
eating disorder
viral exanthem
necrotizing enterocolitis
enterocolitis necrotizing
alcoholic gastritis
paraneoplastic polyneuropathy
myeloid sarcoma
granulocytic sarcoma
anorexia nervosa
mycosis fungoides
myeloid leukemia
myeloid leukaemia
leukemia myelogenous
leukaemia myelogenous
non.lymphocytic leukemia
genital herpes
venereal herpes
virus.genital herpes
herpes genitalis
decubitus ulcer
pressure ulcer
pressure sores
tissue disease
vascular dementia
multifocal dementia
milker.apos.s nodule
milker nodule
milkers.apos. node
anaerobic pneumonia
penile leukoplakia
bacterial pneumonia
gram.negative pneumonia
seborrheic dermatitis
seborrhoeic eczema
seborrhoeic dermatitis
skin seborrheic
erythema infectiosum
fifth disease
tuberculous bronchopneumonia
hypertrophic gastropathy
hypertrophic gastritis
menetrier disease
tropical pyomyositis
thrombocytic leukaemia
megakaryocytic myelosis
thistle disease
sheep pox
scabby mouth
ecthyma. contagious
ecthyma contagiosum
ulcerative proctosigmoiditis
proctosigmoiditis .disorder.
crohn.apos.s disease
granulomatous colitis
crohn disease
german measles
disseminated chorioretinitis
worsening angina
unstable angina
preinfarction angina
impending infarction
worm infection
helminth infection
liver flukes
lupus erythematosus
tonsil cancer
actinic keratosis
solar keratosis
senile hyperkeratosis
molluscum contagiosum
neuromyelitis optica
devic.apos.s syndrome
devic.apos.s disease
trematode infestation
fluke infection
queyrat.apos.s erythroplasia
herpetic vulvovaginitis
acne. erythematosa
acne roscea
pityriasis rosea
pityriasis circinata
mitochondrial encephalomyopathy
tinea nigra
microsporosis nigra
keratomycosis nigricans
vaginal leukoplakia
skin melanoma
cutaneous melanoma
werlhof.apos.s disease
idiopathic purpura
primary thrombocytopenia
learning disability
learning disorder
atrophic gastritis
gastric atrophy
wilson disease
hepatolenticular degeneration
wilson.apos.s disease
westphal.strumpell syndrome
westphal pseudosclerosis
cerebral pseudosclerosis
evans.apos. syndrome
ledderhose.apos.s disease
seborrhea capitis
cradle cap
seborrhoea capitis
seborrhea sicca
pityriasis capitis
severe npdr
diabetic retinopathy
copper disorder
sideroblastic anemia
anemia sideroblastic
dawson.apos.s encephalitis
paroxysmal sleep
choledochal cyst
biliary cyst
cin iii
polycythemia vera
chronic erythremia
proliferative polycythaemia
osler.vaquez syndrome
hepatopulmonary syndrome
crib death
cot death
psoriatic arthritis
psoriatic arthropathy
arthropathic psoriasis
arthritis psoriatica
liver lymphoma
esophageal leukoplakia
gastrointestinal lymphoma
parotid cancer
polyp. uterus
endometrial.uterine polyp
zellweger syndrome
cerebrohepatorenal syndrome
mollaret.apos.s meningitis
herpetic gingivostomatitis
peroxisomal disease
peroxisomal disorder
pityriasis versicolor
ritter.apos.s disease
ritter disease
pemphigus neonatorum
liver fibroma
primary macroglobulinemia
erythematosquamous dermatosis
cutaneous leishmaniasis
leproid leishmaniasis
granuloma inguinale
pudendal ulcer
varicella pneumonitis
rubella arthritis
amyloid disease
eczema herpeticum
peliosis hepatis
hepatic peliosis
visceral leishmaniasis
variola minor
mucocutaneous leishmaniasis
gas gangrene
esophageal achalasia
neurotic excoriation
dermatitis ficta
dermatitis factitia
dermatitis artefacta
wiskott.aldrich syndrome
wiskott syndrome
liver leiomyoma
amoebic colitis
esophageal dysmotility
oesophageal dysmotility
dendritic keratitis
speech disorder
lichen planus
barrett.apos.s esophagus
ulcerative esophagitis
barretts syndrome
barrett.apos.s oesophagus
barrett esophagus
nocturnal myoclonus
geniculate neuralgia
devergie.apos.s disease
congenital rubella
dyshydrotic eczema
alagille syndrome
arteriohepatic dysplasia
alagille.watson syndrome
pallister.hall syndrome
beemer.langer syndrome
acrocallosal syndrome
mast.cell leukemia
frontotemporal dementia
pallidopontonigral degeneration
wilhemsen.lynch disease
colorectal cancer
waardenburg syndrome
waardenburg.apos.s syndrome
nasopharynx carcinoma
nasopharynx cancer
nasopharyngeal carcinoma
cbs deficiency
glycine encephalopathy
nonketotic hyperglycinemia
non.ketotic hyperglycinemia
ass deficiency
arginase deficiency
maternal phenylketonuria
folling.apos.s disease
ocular hypertension
borderline glaucoma
cleft lip
hare lip
labium leporinum
lip disease
myocardium cancer
language disorder
orbital disease
splenic tuberculosis
mechanical strabismus
rectal prolapse
procidentia. rectum
chronic ethmoiditis
taeniasis. unspecified
taenia infestation
cestode infestation
enlarged angioscotoma
virus infection
viral disease
viral infection
urethral diverticulum
taylor.apos.s syndrome
taylor syndrome
congestion.fibrosis syndrome
diabetes mellitus
insulin resistance
brain disease
intrinsic asthma
non.atopic asthma
status asthmaticus
seminal vesiculitis
orbital myositis
postural kyphosis
glaucomatocyclitic crisis
terrien.viel syndrome
posner.schlossman syndrome
primary iridocyclitis
gonococcal iridocyclitis
lens.induced iridocyclitis
chronic tracheitis
acute tracheitis
acute laryngotracheobronchitis
croup syndrome
acute laryngitis
acute epiglottitis
hypopituitary dwarfism
pituitary hypofunction
pituitary insufficiency
diabetes insipidus
simmonds.apos. disease
simmond.apos.s disease
allergic asthma
hypertensive encephalopathy
intracranial hypertension
renal glycosuria
renal glucosuria
renal diabetes
chronic cholangitis
hepatic steatosis
hepatic lipidosis
isthmus cancer
intestinal trichomoniasis
exposure keratitis
lagophthalmic keratitis
exposure keratoconjunctivitis
otitis externa
swimmer.apos.s ear
nail.patella syndrome
hereditary onychoostedysplasia
turner.kiser syndrome
fong disease
bacterial meningitis
sheehan syndrome
sheehan.apos.s syndrome
postpartum hypopituitarism
pulmonary embolism
pulmonary embolus
postpartum depression
postnatal depression
maternity blues
ulcerative blepharitis
meckel.apos.s diverticulum
meckel diverticulum
chronic dacryoadenitis
pulmonary eosinophilia
leukocyte disease
loeffler syndrome
loffler.apos.s syndrome
loeffler.apos.s pneumonia
cannabis abuse
marijuana abuse
acute ethmoiditis
ethmoid sinusitis
ethmoidal sinusitis
plasmacytic leukemia
plasmacytic leukaemia
acute dacryoadenitis
laron syndrome
latent syphilis
tuberculous pneumothorax
lassa fever
multiple myeloma
osteosclerotic myeloma
non.secretory myeloma
indolent myeloma
smoldering myeloma
nasopharyngeal disease
polynesian bronchiectasis
choanal atresia
imperforate nares
neonatal candidiasis
neonatal moniliasis
urethral calculus
urethral stone
krukenberg carcinoma
krukenberg tumor
krukenberg neoplasm
proliferative fasciitis
esophagus leiomyoma
plantar fasciitis
ischemic fasciitis
necrotizing fasciitis
intravascular fasciitis
orthostatic proteinuria
postural albuminuria
vesicoureteral reflux
vesico.ureteral reflux
kidney hypertrophy
episodic ataxia
isaacs syndrome
pelger.huet anomaly
chorea minor
sydenham.apos.s chorea
congenital nystagmus
pathologic nystagmus
aphthous stomatitis
oral ulcer
oral aphthae
canker sore
aphthous ulceration
placental abruption
abruptio placentae
abruptio placenta
senile cataract
gangrenous stomatitis
cancrum oris
ulcerative stomatitis
pulmonary emphysema
cervical incompetence
yellow fever
toxic myocarditis
gonococcal keratitis
gonococcal endophthalmia
ophthalmia neonatorum
neonatal conjunctivitis
gonococcal conjunctivitis
bacterial conjunctivitis
purulent conjunctivitis
rosacea conjunctivitis
proliferative vitreoretinopathy
retinitis proliferans
vitreous disease
ophthalmia nodosa
vitreous abscess
purulent endophthalmitis
vitreous detachment
renal tuberculosis
postcholecystectomy syndrome
pelvic varices
diabetic neuropathy
perianal hematoma
hemorrhoidal disease
internal hemorrhoid
baker.apos.s cyst
emphysematous cholecystitis
gaseous pericholecystitis
xanthogranulomatous cholecystitis
myocardial stunning
heart aneurysm
cardiac aneurysm
psychogenic ibs
irritable colon
bowel dysfunction
bulbar polio
bulbar poliomyelitis
myositis fibrosa
interstitial myositis
toxocara infection
meningeal tuberculosis
choroidal sclerosis
choroidal degenerations
tuberculous peritonitis
goodpasture syndrome
anti.gbm disease
hypersensitivity vasculitis
polyarteritis nodosa
radioulnar synostosis
refractive error
accommodative esotropia
tmj.pain.dysfunction syndrome
tmj syndrome
costen.apos.s syndrome
crossed eyes
internal strabismus
monofixation syndrome
peripheral vertigo
endolymphatic hydrops
labyrinthine hydrops
meniere.apos.s disease
otogenic vertigo
mnire.apos.s vertigo
meniere disease
lingual.facial.buccal dyskinesia
oro.facial dyskinesia
congenital syphilis
interstitial keratitis
deep keratitis
alopecia areata
circumscribed alopecia
miliary tuberculosis
generalized tuberculosis
disseminated tuberculosis
toxic maculopathy
galactose intolerance
barlow.apos.s syndrome
cardiovascular syphilis
muscular dystrophy
alternating esotropia
marable.apos.s syndrome
harjola.marable syndrome
villonodular synovitis
meibomian cyst
follicular mucinosis
alopecia mucinosa
internal hordeolum
hordeolum externum
infected hydrocele
ca ribs.sternum.clavicle
waterhouse.friderichsen syndrome
chronic canaliculitis
chronic dacryocystitis
lacrimal mucocele
constant exophthalmos
steroid.induced glaucoma
corticosteroid.induced glaucoma
null.cell leukemia
null.cell leukaemia
disseminated toxoplasmosis
uterine inversion
hypervitaminosis d
hypervitaminosis a
substance dependence
drug dependence
cocaine dependence
heroin dependence
hallucinogen dependence
eosinophilia.myalgia syndrome
orbit lymphoma
orbit sarcoma
orbital sarcoma
tertiary neurosyphilis
late neurosyphilis
hypereosinophilic syndrome
eosinophilic leukocytosis
has symptoms
peripartum cardiomyopathy
